text,label
"// The following debug line is now the single most memory consuming // line in the whole of ArgoUML. It allocates approximately 18% of // all memory allocated. // Suggestions for solutions: // Check if there is a LOG.log(Level.FINE,String, String) method that can // be used instead. // Use two calls. // For now I (Linus) just comment it out. // LOG.log(Level.FINE, ""applying critic: "" + _headline);",IMPLEMENTATION
// TODO: Removed from UML 2.x,IMPLEMENTATION
"// up to ten, stuff into tmp locals, load in reverse order, and assign // FIXME: There's probably a slightly smarter way, but is it important?",DESIGN
// TODO: don't require pop,DEFECT
"// TODO: NOT_ALLOCATABLE_ALLOCATOR may be ok here, but it's unclear how Structs // work with marshalling. Confirm behavior and ensure we're doing this correctly. JRUBY-415",DESIGN
// table=null -> an association // - fill it in later //TODO fill in the mappings for table == null,IMPLEMENTATION
//borrowed from TokenFilterTest,DESIGN
//TODO: Should this be renamed to cLoc or something more appropriate than clock?,DESIGN
// TODO: - please add some javadoc - ugly classname also,DOCUMENTATION
// defer argument checking...,DESIGN
"/* TODO: correctly implement next function
                 * in the model subsystem for
                 * issue 1942: */",IMPLEMENTATION
"// add an entry for this type of entity. // we can be assured that all referenced entities have already // been processed, // so specify that this entity is with the latest batch. // doing the batch number before adding the name to the list is // a faster way to get an accurate number.",IMPLEMENTATION
// TODO: don't require pop,DEFECT
// FIXME formatters are not thread-safe,DEFECT
"// A language must be unique // So, select the current empty language. // TODO ? Alert",IMPLEMENTATION
// TODO save hostname; save sample type (plain or http),IMPLEMENTATION
// not needed,IMPLEMENTATION
"/* TODO: The recurrence goes in front of the action?
                 * Does this not contradict the header JavaDoc? */",DOCUMENTATION
// this part sucks,DESIGN
"// TODO: If this turns out to be a performance bottleneck, we can  // probably optimize the common case by caching our iterator and current // position, assuming that the next request will be for a greater index",IMPLEMENTATION
"/*
			Note: this could be made clearer by adding an inner class for the
			cases and an object context for the child traversal.
		*/",DESIGN
// TODO: Make this more efficient for large I/Os,IMPLEMENTATION
// Bunch of methods still not implemented,IMPLEMENTATION
// FIXME: Make bodyNode non-null in parser,IMPLEMENTATION
"/**
     * Actually instanciate the NetNode and FigNode objects and
     * set the global next mode to ModePlace
     * TODO: should call super, reduce code volume!
     *
     * @see org.tigris.gef.graph.GraphFactory#makeNode()
     */",DESIGN
"/**
     * Test creation of metatypes.
     *
     * TODO: we could add tests here to make sure that
     * we can NOT create abstract types
     */",TEST
// TODO: Move to Diagram subsystem?,DESIGN
// FIXME: -x flag not supported //                    case 'x' : //                        break;,DEFECT
"/**
     * Transforms urls into HTML just as substituteURL(String),
     * but tries to ignore urls, which are already links, if the ignore
     * links flag is set.
     * <br>
     * This extended functionality is necessary when parsing a text which
     * is already (partly) html.
     * <br>
     * FIXME: Can this be done smarter, i.e. directly with reg. expr. without manual parsing??
     *
     * @param         s                                input text
     * @param        ignoreLinks                if true link tags are ignored. This gives a
     *                                                         wrong result if some urls are already links
     *                                                         (but uses reg. expr. directly, and is
     *                                                         therefore faster)
     * @return        text with urls
     */",DESIGN
//REVISIT: do we really need to support block names as in Unicode 3.1 //         or we can just create all the names in IsBLOCKNAME format (XML Schema REC)? //,DESIGN
// TODO - perhaps save other items such as headers?,DESIGN
// TODO: newTypeError does not offer enough for ruby error string...,DESIGN
"// TODO: at the point where we are resolving collection references, we don't // know if the uk value has been resolved (depends if it was earlier or // later in the mapping document) - now, we could try and use e.getStatus() // to decide to semiResolve(), trouble is that initializeEntity() reuses // the same array for resolved and hydrated values",DEFECT
"/**
	 * **FIXME** This function needs documentation
	 * 
	 * Constructor
	 * 
	 * @param String
	 *            Name
	 * @param Hashtable
	 *            Attributes
	 *  
	 */",DOCUMENTATION
// TODO check this,IMPLEMENTATION
"// ModelElement is abstract, so no create tests // TODO: Add any other relevant tests        ",TEST
// I wonder if the lack of this broke anything in the // past?,DEFECT
"//TODO:  Comment by A. Rueckert <a_rueckert@gmx.net> : // I think, the handle holding the collaboration implementation, should // rather be a CollaborationUse in UML2. // But as a workaround for now, I'll try to get // a Collaboration representation (CollaborationUse) and // then try to get the owning Classifier from there...",DESIGN
//TODO: merge into one method!,DESIGN
// hack: if start and end time is at 00:00:00:000 it is // an all day event,DESIGN
// TODO: make sure it's really safe to not to copy it,DEFECT
// not needed,IMPLEMENTATION
// TODO: This is going to cause the color to be reset on a refresh,IMPLEMENTATION
// TODO is it the best way ? https://issues.apache.org/bugzilla/show_bug.cgi?id=55634,DESIGN
"// TODO: Maybe someday we could inform the user that the imported // key can't be created because the list of tables they've // selected, doesn't include the table that this foreign key // depends upon. For now, just log a warning and skip it.",IMPLEMENTATION
"// TODO: Figure out a better way to get the FROM elements in a proper tree structure. // If this is not the destination of a many-to-many, add it as a child of the origin.",DESIGN
// TODO: deal with varargs,IMPLEMENTATION
"/*
         * The following types are not supported in RDMS/JDBC and therefore commented out.
         * However, in some cases, mapping them to CHARACTER columns works
         * for many applications, but does not work for all cases.
         */",DEFECT
"// Skip formatting for Stored Procedures - They can have // comments embedded in them, and I'm presently not sure // how the formatter handles this.",DESIGN
//use of a stringbuffer to workaround a JDK bug,DESIGN
"// TODO: It is a performance drain to load all classes at startup time. // They should be lazy loaded when needed.  Instead of scanning all // classes for ones which implement our loadable module interface, we // should use a manifest entry or a special name/name pattern that we // look for to find the single main module class to load here.  - tfm",IMPLEMENTATION
// TODO: don't require pop,DEFECT
// TODO: synchronized is required here as there can be some  // concurrent modification problems when drawing a call message and // having that automatically draw the reply. Maybe fixing the TODO // below will resolve this and the synch can go.,DEFECT
/* FIXME: finalizer should be dupped here */,DESIGN
// report this?,DESIGN
// These don't appear to work. // rowHeaderTableCol1.setResizable(true); // rowHeaderTableCol2.setResizable(true); // cornerTableCol1.setResizable(true); // cornerTableCol2.setResizable(true);,DEFECT
// todo : look at optimizing these...,IMPLEMENTATION
"// this is a rather ugly hack, but similar to MRI. See hash.c:ruby_setenv and similar in MRI // we search all keys for a case-insensitive match, and use that",DESIGN
"/**
    * Parse the attribute type.
    * [54] AttType ::= StringType | TokenizedType | EnumeratedType
    * [55] StringType ::= 'CDATA'
    * [56] TokenizedType ::= 'ID' | 'IDREF' | 'IDREFS' | 'ENTITY' | 'ENTITIES' |
    *                        'NMTOKEN' | 'NMTOKENS'
    * [57] EnumeratedType ::= NotationType | Enumeration
    * *TODO: validate the type!!
    */",IMPLEMENTATION
"/**
 * Class to manage Project related actions which need to be (or historically
 * have been) managed as singletons.
 * 
 * TODO: It's unclear to me whether all of these actually have to be managed as
 * singletons, but for now I've just moved them from ProjectBrowser as is. - tfm
 * 
 * @author Tom Morris
 */",DESIGN
// TODO: Why are these different colors? - tfm,IMPLEMENTATION
//TODO: get SQL rendering out of this package!,DESIGN
//TODO replace getSize by getBounds ?,DESIGN
"/**
     * Set the owners of the associated FigNodes to be the StateVertexes which
     * are at either end of the Transition.
     * <p>
     * TODO: This needs documentation! Is this really needed? Why?
     * 
     * @param lay diagram layer containing this fig
     * @param owner owning UML element
     * @deprecated in 0.28 by Bob Tarling - The above TODO is from Michiel.
     * I also don't understand the purpose of this method. The GEF framework
     * should be setting source/dest or persistence should manage.
     */",DOCUMENTATION
"// TODO What about the instance type name and the fact that we should be matching its type argument structure? // If they match so far, we must assume they are okay and then check all the arguments. //",IMPLEMENTATION
"/**
     * Utility method to encode a String in a way that allows it to be
     * saved properly in an XML file and regained filtering out any noice
     * that an XML framework might have seen fit to add.
     *
     * TODO: Why are we doing this ourselves?  Surely encoding information
     * for XML serialization is a well known task - tfm
     * I have never understood why this is being done. I think we should remove
     * any usage - bob
     *
     * @param	str	The String to encode.
     * @return	The encoded String.
     */",DESIGN
// TODO Improve extensibility of this!,DESIGN
// If this folder has children add them // TODO: In the future we should try to fetch additional children on demand // when the tree of the dialog is opened,DESIGN
"// FIXME: fails here. // The current behavior appears intentional (ie the test is wrong) - tfm //        assertNull(""The profile stereotype named \"""" //            + ProfileMother.STEREOTYPE_NAME_ST + ""\"" shouldn't be found."", //            findModelElementFromNamespace( //                StereotypeUtility.getAvailableStereotypes(aClass), //                ProfileMother.STEREOTYPE_NAME_ST, profileModel));",DEFECT
"/**
     * TODO: This should become private and only called from constructor
     *
     * @see org.argouml.uml.diagram.ui.FigCompartment#populate()
     */",DESIGN
"/**
     * Parse a Message textual description.<p>
     *
     * TODO: - This method is too complex, lets break it up. <p>
     *
     * @param umlMessage the UML Message object to apply any changes to
     * @param s   the String to parse
     * @throws ParseException
     *            when it detects an error in the attribute string. See also
     *            ParseError.getErrorOffset().
     */",DESIGN
//TODO: check that entry.getIdentifier().equals(requestedId),IMPLEMENTATION
// TODO: Something might go wrong during processing. We don't really // want to create the model element until the user releases the mouse // in the place expected.,DEFECT
// its maybe better to leave this option out of the dialog // -> make it configurable in the xml file anyway,DESIGN
"// SSS: FIXME: Somewhere here, we need to record information the type of this operand as String",IMPLEMENTATION
// TODO: an alternative is to check if the owner has changed; if it hasn't then // return collection.getOwner(),DESIGN
// fuck me dead,DESIGN
//TODO: currently broken for unique-key references (does not detect //      change to unique key property of the associated object),DEFECT
// FIXME: I think we need these pushed somewhere?,DESIGN
// TODO: should not be using assert here but I don't want to change to // IllegalStateException at lead up to a release as I don't know how // much testing is done with assert on.,TEST
// TODO - improve this check,DESIGN
/* This code was copied from ActionBooleanTaggedValue: */,DESIGN
// TODO: consider inherited attributes?,IMPLEMENTATION
// FIXME weakref.rb also does caller(2) here for the backtrace,DESIGN
// defer argument checking...,DESIGN
// EATM in JDK 1.4 there will be an indexOf on StringBuffer. //,DEFECT
"/**
     * Set the URI for this project. <p>
     * 
     * Don't use this directly! Use instead:
     * {@link org.argouml.persistence.PersistenceManager
     * #setProjectURI(URI, Project)}
     * <p>
     * TODO: Why isn't this deprecated or private if it is not to be used?
     * 
     * @param theUri The URI to set.
     */",DESIGN
// Per Schema 1.0 it is not clear if the result returned should be a valid URI.  // For the future if we plant to support IRIs then it is better not to massage // the initialValue.  // We should thought consider where would be the best way to validate anyURI values -- EL,DESIGN
// TODO: Taken from FigClassifierBoxWithAttribute to handle events // on an attribute. All this event handling should eventually be moved // to the compartment Fig for attributes,DESIGN
"/**
     * Tests if the list with namespaces defined in getValidNamespaceClasses
     * contains only valid namespaces.
     *
     * TODO: This test does not test anything, really!
     */",TEST
// TODO: don't require pop,DEFECT
"// SSS FIXME: Token can be final for a method -- implying that the token is only for this particular implementation of the method // But, if the mehod is modified, we create a new method object which in turn gets a new token.  What makes sense??  Intuitively, // it seems the first one ... but let us see ... // Current code version token for this method -- can change during execution as methods get redefined!",DESIGN
"// SSS FIXME: For constant arrays, we should never get here!",DEFECT
"//TODO: add referencedClass to disambiguate to FKs on the same //      columns, pointing to different tables",IMPLEMENTATION
// TODO (@author fdietz): implement custom menuitem renderer,DESIGN
"/**
    * Create an empty but initialized instance of a UML Dependency.
    *
    * @return an initialized UML Dependency instance.
     * TODO: This needs an extra parameter to specify the model/extent where
     * the new element should be created.
    */",DESIGN
// XXX: does this really belong here?,DESIGN
/* TODO: What if used elsewhere? */,DESIGN
// TODO: Fix this so that new sequence diagrams are tested,TEST
"// No explicit select expression; render the id and properties // projection lists for every persister in the from clause into // a single 'token node'. //TODO: the only reason we need this stuff now is collection filters, //      we should get rid of derived select clause completely!",DESIGN
// defer argument checking...,DESIGN
/* TODO: ON [PRIMARY] */,IMPLEMENTATION
// todo: not serialized yet,DEFECT
"/**
     * Test a UML 1.3/XMI 1.1 file to make sure that it gets converted properly.
     * <p>
     * TODO: Our UML 1.3 converter currently only handles XMI 1.0. 
     * @throws FileNotFoundException indicates a test configuration problem
     * @throws UmlException if it fails to open the file
     */",TEST
// TODO: assumes public // TODO: This is probably an undesirable side effect unless the user // confirms it.  Placing an element on a second diagram is going to // potentially change its namespace. - tfm 20061208,DEFECT
// not needed,IMPLEMENTATION
// todo : move to StringHelper?,DESIGN
"// TODO : safe to interpret ""map.remove(key) == null"" as non-dirty?",DESIGN
"/**
     * Field TODO: TextArea or TextField
     */",DESIGN
// TODO: What other non-ModelElement types do we need to handle here?,DESIGN
"// TODO: We can't have a global ""current"" language // NotationProviderFactory2.setCurrentLanguage(oldLanguage);",DEFECT
// TODO: not implemented,IMPLEMENTATION
// TODO: this assumes ranges are sorted. Is this true? - tfm,DESIGN
"/**
	 * **FIXME** This function needs documentation
	 * 
	 * @param out
	 *            OutputStream to print the data to
	 *  
	 */",DOCUMENTATION
"/**
     * TODO: Document! What does this do?  Interacts with event pump in some manner
     * 
     * @param objects new objeccts
     */",DOCUMENTATION
// TODO: Using just the last piece of the ID leaves the potential for // name collisions if two linked files have the same name in different // directories,DESIGN
// TODO: This work should be deferred until actually  // needed for display,IMPLEMENTATION
"// FIXME: Determine if a real allocator is needed here. Do people want to extend // JavaClass? Do we want them to do that? Can you Class.new(JavaClass)? Should // you be able to? // TODO: NOT_ALLOCATABLE_ALLOCATOR is probably ok here, since we don't intend for people to monkey with // this type and it can't be marshalled. Confirm. JRUBY-415",DESIGN
"// TODO: Do we want to <<friend>> stereotypes too? //                        || Model.getExtensionMechanismsHelper().hasStereotype( //                        permission, ModelManagementHelper.FRIEND_STEREOTYPE)",DESIGN
//TODO: Return content encoding according to the mime part in the mail,DESIGN
"/**
     * Test the constructor used for loading a profile from a Jar file.
     * TODO: Test FigNode!
     *
     * @throws Exception if something goes wrong
     */",TEST
// FIXME: This is an ugly hack to resolve JRUBY-1381; I'm not proud of it,DESIGN
// TODO: why do we need to remove then add the Fig?,IMPLEMENTATION
"// The property is an id's thing -- either a property // or a path.  We need to make sure // that the object was created with the given id. // We don't have an adequate way of testing the actual // *value* of the Path object, though...",TEST
"/*
		Note: this impor pattern is becoming common... could factor it out into
		an importedObject Vector class.
	*/",DESIGN
"// 'hibernate.temp.use_jdbc_metadata_defaults' is a temporary magic value. // The need for it is intended to be alleviated with future developement, thus it is // not defined as an Environment constant... // // it is used to control whether we should consult the JDBC metadata to determine // certain Settings default values; it is useful to *not* do this when the database // may not be available (mainly in tools usage).",DESIGN
// not needed,IMPLEMENTATION
// TODO : would be really nice to cache the spec on the query-def so as to not have to re-calc the hash; // currently not doable though because of the resultset-ref stuff...,DESIGN
"// this is such a bad way of doing it, but oh well...",DESIGN
"// TODO: check safe, taint on incoming string",IMPLEMENTATION
"/* addToFavorites(), which is a static method
		 * (for convinience) needs an instance of the
		 * VFS to pass to VFSManager.sendVFSUpdate(),
		 * hence this hack. */",DESIGN
//TODO - move to JOrphanUtils?,DESIGN
// TODO: don't require pop,DEFECT
// TODO Expression and InstanceValue (how) // If anyone have an example.,IMPLEMENTATION
// ?W  | boolean | True if file1 exists and is writable by the real uid/gid // FIXME: Need to implement an writable_real_p in FileTest,TEST
"// dialogs fuck things up if a menu is visible, etc! //new BeanShellErrorDialog(view,e);",DEFECT
"// Simplify the variables too -- to keep these variables in sync with what is actually used in the when clauses // This is not required for correctness reasons, but only for performance reasons.",DESIGN
"/**
 * The Project interface encapsulates all information about a designer's
 * project. It contains the list of diagrams and UML models, various project
 * properties such as the author's name, and defaults for various settings.
 * <p>
 * TODO: This interface was mechanically refactored from the implementation
 * class {@link ProjectImpl}. It needs to be reviewed and cleaned up,
 * eliminating methods which should be part of the public API and splitting the
 * interface into smaller function specific (e.g. TrashCan) interfaces.
 * 
 * @author Tom Morris <tfmorris@gmail.com>, Thomas Neustupny
 * @since 0.25.4 when it replaced the concrete class of the same name
 */",DESIGN
"/**
     * Get value from current scope or one of its captured scopes.
     * 
     * FIXME: block variables are not getting primed to nil so we need to null check those
     *  until we prime them properly.  Also add assert back in.
     * 
     * @param offset zero-indexed value that represents where variable lives
     * @param depth how many captured scopes down this variable should be set
     * @return the value here
     */",DEFECT
// TODO: Make this hack more i18n compatible,DESIGN
// hack to ensure the newly created swt fonts will be rendered with the // same height as the awt one,DESIGN
"// Imported full name wasn't found as an absolute class // If it is compound, try to resolve to an inner class.   // (maybe this should happen in the BshClassManager?)",DESIGN
"// TODO: ActionState, CallState, and SubactivityState have been replaced // in UML 2.0 by explicitly modeled Actions",DESIGN
// Appears to be gone from UML 2.x,DEFECT
// only works for jEdit plugins,DEFECT
"// TODO: Rewriter and compiler assume case when empty expression.  In MRI this is just // a when. //        assert caseNode != null : ""caseNode is not null"";",DEFECT
"// wait, if there is an active transaction // TODO @author hubms retrycount!",DESIGN
// The following constants capture pre-known static call sites -- JRuby implementations of methods of ruby classes // SSS FIXME: Note that compiler/impl/BaseBodyCompiler is using op_match2 for match() and and op_match for match2 ... Is this a bug there?,DEFECT
// hack since HelpViewer needs a URL...,DESIGN
// TODO: not in UML 2,DEFECT
// this method is a nightmare,DESIGN
"/**
 * A Mode to interpret user input while creating a permission edge.
 * The permission can connect any model elements including those represented
 * by edges as well as nodes.
 * <p>
 * TODO: In UML 2.x, Permission becomes PackageImport and the class hierarchy
 * has changed so that it is no longer a subtype of Dependency, so this may
 * need to be refactored to work correctly.
 */",DEFECT
// fuck me dead,DESIGN
"// workaround for missing ability to parse ""*""",DESIGN
// TODO : currently we really do not handle ValueInclusion.PARTIAL... // ValueInclusion.PARTIAL would indicate parts of a component need to // be included in the select; currently we then just render the entire // component into the select clause in that case.,DEFECT
"//TODO: when this is the entry point, we should use an INNER_JOIN for fetching the many-to-many elements!",DEFECT
// TODO: Only fetch names and defer fetching panels until needed,IMPLEMENTATION
"/**
     * TODO: Move this into the toolbar project.
     */",DESIGN
// TODO (@author karlpeder): Implementation of undo/redo missing,IMPLEMENTATION
// TODO improve the error handling,DESIGN
// TODO: I18N required,IMPLEMENTATION
// TODO: handle TypeDefs,IMPLEMENTATION
"// hack for to do items only, should check isLeaf(node), but that // includes empty folders. Really I need alwaysLeaf(node).",DESIGN
"/**
     * Return the default type for the return parameter of a method.
     * 
     * @return a Classifier to use as the default type
     * TODO: This belongs in ProjectSettings. - tfm
     */",DESIGN
"/**
     * To simplify implementation, we list all associations
     * found with any of the Classifiers
     * represented by the linked Instances. <p>
     *
     * TODO: Make a foolproof algorithm that only allows selecting associations
     * that create a correct model. Also take into account n-ary associations
     * and associationclasses. This algo best goes in the model subsystem, e.g.
     * in a method getAllPossibleAssociationsForALink().
     *
     * @see org.argouml.uml.ui.UMLComboBoxModel#buildModelList()
     */",DESIGN
"/* TODO: This is using internal knowledge of GEF.  It should
         * handle this itself. - tfm
         * MVW: Move into something like Main.initGEF() */",DESIGN
// TODO: Can we find a better way to do this than hard coding colour?,DESIGN
//TODO - need a lot more tests,TEST
