text,label
//TODO (@author fdietz): i18n,DESIGN
"/**
 * TODO: This needs more work.
 * Test e.g. creation when an operation is selected.
 *
 * @author jaap.branderhorst@xs4all.nl
 * @since Jan 9, 2003
 */",TEST
// TODO: This can be a mess... There are any better solution?        ,DESIGN
// TODO: This is going to cause the color to be reset on a refresh,IMPLEMENTATION
// todo : remove,DESIGN
// CREATE ENTITIES // FIXME:  these methods should be defined,DESIGN
// how to handle empty target lists? // probably the wizstep should only show an empty pane in that case,IMPLEMENTATION
// TODO set different status if not enough messages found?,DESIGN
//  Empty implementation - not used.,IMPLEMENTATION
//TODO: What can we do with other kind of actions?,IMPLEMENTATION
"//TODO: this is too conservative; if all preceding joins were  //      also inner joins, we could use an inner join here",DESIGN
// TODO: Something about pipe buffer length here,IMPLEMENTATION
// TODO how to implement this method properly?,IMPLEMENTATION
//TODO: is there a better way?,DESIGN
// TODO: Find a way to replace this dependency on Project,DESIGN
"// Allow the mimetype of the file to control the content type // This is not obvious in GUI if you are not uploading any files, // but just sending the content of nameless parameters // TODO: needs a multiple file upload scenerio",IMPLEMENTATION
//?? Need to associate a panel with an object type somehow.,DESIGN
"/**
 * The Activity diagram.<p>
 *
 * TODO: Finish the work on subactivity states.
 */",IMPLEMENTATION
//do we even really need this? the update will fail anyway....,DESIGN
//set the property values // Note: this may have already been done by another instance of // this DataType created to handle a different column.,DESIGN
"// // @author: fdietz // using shutdown-manager is wrong here, because this // automatically also calls the FrameManager, which  // also starts a second shutdown thread // -> This leads into two parallel shutdown thread which // -> is why sometimes config-files, etc. get messed up //        ",DESIGN
"/* if an occurence occurs at the
		beginning of the selection, the
		selection start will get moved.
		this sucks, so we hack to avoid it. */",DESIGN
// TODO: make threadsafe,IMPLEMENTATION
"// TODO: here is why we need to make bytecode provider global :( // TODO : again, fix this after HHH-1907 is complete",DESIGN
// hack... sticking to first interpreter that resolves this // see comments on type instance variable,DESIGN
"// I wish I could make this ""friendly"" to only NameSpace",DESIGN
// todo : should seriously consider not allowing a txn to begin from a child session //      can always route the request to the root session...,DESIGN
"/**
     * Transforms email-addresses into HTML just as
     * substituteEmailAddress(String), but tries to ignore email-addresses,
     * which are already links, if the ignore links flag is set.
     * <br>
     * This extended functionality is necessary when parsing a text which
     * is already (partly) html.
     * <br>
     * FIXME: Can this be done smarter, i.e. directly with reg. expr. without manual parsing??
     *
     * @param         s                                input text
     * @param        ignoreLinks                if true link tags are ignored. This gives a
     *                                                         wrong result if some e-mail adresses are
     *                                                         already links (but uses reg. expr. directly,
     *                                                         and is therefore faster)
     * @return        text with email-adresses transformed to links
     */",DESIGN
"/**
     * Set the URI for this project. <p>
     * 
     * Don't use this directly! Use instead:
     * {@link org.argouml.persistence.PersistenceManager
     * #setProjectURI(URI, Project)}
     * <p>
     * TODO: Why isn't this deprecated or private if it is not to be used?
     * 
     * @param theUri The URI to set.
     */",DESIGN
// its maybe better to leave this option out of the dialog // -> make it configurable in the xml file anyway,DESIGN
"// Only file-scheme URIs will be re-encoded. If a URI was decoded in the workaround // above, and Platform.resolve() didn't return a file-scheme URI, then this will return // an decoded URI. //",DESIGN
// TODO: is this a good idea?,DESIGN
// hack to get right style for input,DESIGN
// Maybe we should consider creating a global cache for the // random files to make JMeter more efficient.,DESIGN
"// TODO: if the use checks ""export entire table"" and doesn't select all,  // then the selected indices are not set, and this check doesn't properly // detect missing data.  If export entire table is selected, we need to  // set the selected indexes below correctly.",IMPLEMENTATION
//TODO: split into one critic for inherited problems and //one for problems directly in this class.,DESIGN
// TODO: This is also defined in the MetaClass too...Consolidate somewhere.,DESIGN
// FIXME: Need to detect magic_comment in 1.9 here for encoding,IMPLEMENTATION
"// Experimental/Testing, will be removed",DESIGN
//TODO: Open stream from the mime part specified by contentID of the  //currently viewed mail,DESIGN
"/**
	 * 
	 * create Subject headerfield in using the senders message subject and
	 * prepending ""Fwd:"" if not already there
	 * 
	 * @param header
	 *            A <code>ColumbaHeader</code> which contains the headerfields
	 *            of the message we want reply/forward.
	 * 
	 * FIXME (@author fdietz): we need to i18n this!
	 * 
	 */",IMPLEMENTATION
// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,DESIGN
// TODO // Plugin supports only the main session window,IMPLEMENTATION
//TODO: *two* hashmap lookups here is one too many...,DESIGN
// TODO : would be really nice to cache the spec on the query-def so as to not have to re-calc the hash; // currently not doable though because of the resultset-ref stuff...,DESIGN
// defer argument checking...,DESIGN
"/**
     * The UML 1.4 model elements to test.
     * 
     * TODO: This needs to be updated with a version for UML 2.x.
     */",IMPLEMENTATION
"// hear no evil, see no evil",DESIGN
"/**
	 * Gets the location of an external commandline tool.
	 * <p>
	 * TODO: test this method
	 * 
	 * @param toolID
	 *            id of tool
	 * @return location of tool
	 */",TEST
"/*
         * Setting SamplingStarted before the contollers are initialised allows
         * them to access the running values of functions and variables (however
         * it does not seem to help with the listeners)
         */",DESIGN
// TODO: don't require pop,DEFECT
"/**
     * Copy a file from source to destination.
     *
     * TODO: Perhaps belongs in a utilities class of some sort.
     *
     * @param source the source file to be copied
     * @param dest the destination file
     * @return success status flag
     */",DESIGN
// TODO: We need some way of driving this from panel xml rather // than hard coded test,TEST
// fuck me dead,DESIGN
"/**
	 * TODO: This shouldn't be public. Its only been done for the JComplete
	 * plugin. At some stage this method will be returned to package visibility.
	 */",DESIGN
// TODO factor up into GenBaseImpl? //,DESIGN
"// KLUDGE: // We want some info about the columns to be available for validating the // user input during cell editing operations.  Ideally we would get that // info inside the ResultSetDataSet class during the creation of the // columnDefinition objects by using various functions in ResultSetMetaData // such as isNullable(idx).  Unfortunately, in at least some DBMSs (e.g. // Postgres, HSDB) the results of those calls are not the same (and are less accurate // than) the SQLMetaData.getColumns() call used in ColumnsTab to get the column info. // Even more unfortunate is the fact that the set of attributes reported on by the two // calls is not the same, with the ResultSetMetadata listing things not provided by // getColumns.  Most of the data provided by the ResultSetMetaData calls is correct. // However, the nullable/not-nullable property is not set correctly in at least two // DBMSs, while it is correct for those DBMSs in the getColumns() info.  Therefore, // we collect the collumn nullability information from getColumns() and pass that // info to the ResultSet to override what it got from the ResultSetMetaData.",DESIGN
// TODO : ?? use an other CheckBox (defines in Argo and extends // JCheckBox ),DESIGN
// not needed,IMPLEMENTATION
// Not implemented,IMPLEMENTATION
// TODO: just noticed that MySQL 5.0 supports a multi-bit BIT // column by using the getObject/setObject methods with a byte[]. // So it would be valuable at some point to make this code a bit // more dbms-specific,DESIGN
// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,DESIGN
//This is not very nice (and quite slow):,DESIGN
// TODO Document the reason for this,DOCUMENTATION
// FIXME: this attribute is not used - deprecate?,DESIGN
// TODO: is this correct ?,DESIGN
// defer argument checking...,DESIGN
// ignore...bean doesn't get registered // TODO: Why does that bother me?,DESIGN
// TODO is it possible to use more than one variable?,IMPLEMENTATION
// TODO - perhaps save other items such as headers?,DESIGN
"// FIXME: do we really want 'declared' methods?  includes private/protected, and does _not_ // include superclass methods.  also, the getDeclared calls may throw SecurityException if // we're running under a restrictive security policy.",DESIGN
// TODO: cache?,DESIGN
//TODO: improve this hack!,DESIGN
"/**
     * Flag to indicate if we are the main application
     * or being integrated in another top level application such
     * as Eclipse (via the ArgoEclipse plugin).
     * TODO: This is a temporary measure until ProjectBrowser
     * can be refactored more appropriately. - tfm
     */",DESIGN
// fucking GTK look and feel!,DESIGN
// TODO add test methods here. The name must begin with 'test'. For example:,TEST
"// SSS: FIXME: Somewhere here, we need to record information the type of this operand as String",IMPLEMENTATION
/*TODO add javadocs */,DOCUMENTATION
// FIXME: Somehow I'd feel better if this could get the appropriate var index from the ArgumentNode,DESIGN
// installColorsAndFont needs to be run twice. Background and foreground // colors only work if run after the super call but font only works if run // before the super call. May be a bug in JDK 1.4,DEFECT
"/**
* ActionAddExistingNode enables pasting of an existing node into a Diagram.
*
* @author Eugenio Alvarez
* Data Access Technologies.
* TODO: Why do we have this class as well as ActionAddExistingNodes?
*/",DESIGN
// TODO: Fix this so that new sequence diagrams are tested,TEST
"// TODO - should this be done when the client is created? // If so, then the details need to be added as part of HttpClientKey",DESIGN
// TODO: fix parser exception,DEFECT
// not needed,IMPLEMENTATION
// TODO: are we intentionally eating all events? - tfm 20060203 // document!,DOCUMENTATION
"// For some reason, when the Oracle plugin adds details tabs for  // triggers, the _tabPnl's first tab ends up being the trigger details // tab and not the generic database object info tab.  This causes the  // _tabs length to be 1 tab greater than the tabs that are actually in  // the _tabPnl.  This throws off the selection such that the tab  // selected in the tab panel doesn't get rendered until the tab to the // right of the selected tab is selected.  This is a work-around for  // this problem until I can determine why the DatabaseObjectInfoTab  // never makes it into the _tabPnl in the first place.",DESIGN
// Programming error: bail out.,DESIGN
// HAMMER // end inline mainGTU,DESIGN
// JDK 1.4 workaround,DESIGN
// do we need to update the crosshair values?,DESIGN
//TODO (@author fdietz): i18n,DESIGN
"// This is not good... // need a way to update eval without re-installing... // so that we can re-eval params, etc. when classloader changes // look into this",DEFECT
// FIXME Due to startEngine being commented engine will always be null //private StandardJMeterEngine engine;,DEFECT
"// TODO: this should be more extensible... may be only // ""findPanelFor(target)"" if there is a panel why not show it?",DESIGN
"// TODO: This should get the containing project from the list of // targets, not from some global",DESIGN
// TODO: not in UML 2,DEFECT
//TODO (@author fdietz):  i18n,IMPLEMENTATION
// TODO: Note copy/paste code in FigExitPoint - where is this code // better placed in GEF?,DESIGN
// TODO: implement,IMPLEMENTATION
// TODO: I18N,IMPLEMENTATION
// FIRST_MONDAY_AFTER_1900 = cal.getTime().getTime(); // preceding code won't work with JDK 1.3,DEFECT
"// In case this is called by the AWT thread, log a message - this is most likey a bug",DEFECT
// TODO: 3 times calculate the same value below,IMPLEMENTATION
// Keep the unexpanded path // TODO - allow directories to end with .jar by removing this check?,DESIGN
// not implemented yet,IMPLEMENTATION
// This is ugly; checking for the root folder.,DESIGN
"/**
     * Determine if the passed parameter has a RETURN direction kind.
     * 
     * TODO: This is a duplicate of {@link #isReturn(Object)}
     * 
     * @return true if it is a return direction kind
     * @param handle the parameter
     */",DESIGN
// copy and paste from bsh/classpath/ClassManagerImpl.java...,DESIGN
// we have to set up the table later!! yuck,DESIGN
"/**
 * This node cannot be dragged and manipulated in the same way as other
 * FigNodes in ArgoUML. It is actually an optional child fig (or more precisely
 * a path item) of a FigEdgeModelElement.
 * This allows the dashed edge of an association class to connect the
 * association edge and allows the dashed edge of a comment edge to attach a
 * comment to some other edge type.
 * GEF can only attach edges to nodes, by making this fig both a node and
 * containing it as a child of an edge we push the rules to allow edge to edge
 * connections.
 * TODO: We are inheriting a lot of functionality here that we don't really
 * require. We should attempt to make FigEdgePort extend FigNode.
 *
 * @author Bob Tarling
 */",DESIGN
// inheritance cycle detection (paranoid check),DESIGN
"/*
		I wish protected access were limited to children and not also 
		package scope... I want this to be a singleton implemented by various
		children.  
	*/",DESIGN
// TODO: don't require pop,DEFECT
// TODO see if we need to apply some line color and style to the // axis traces,IMPLEMENTATION
// TODO: Not implemented by eUML,DEFECT
// todo : look at optimizing these...,IMPLEMENTATION
//TODO: add a CriteriaImplementor interface //      this class depends directly upon CriteriaImpl in the impl package...,DESIGN
// TODO: This should be handled with an Iterator!!!,DESIGN
// TODO: More is required here to support referenceValues,DESIGN
// TODO: implement this,IMPLEMENTATION
"/**
     * Moves some object to trash, i.e. deletes it completely with all
     * dependent structures. <p>
     *
     * Deleting an object involves: <pre>
     * - Removing Target history
     * - Deleting all Fig representations for the object
     * - Deleting the UML element
     * - Deleting all dependent UML modelelements
     * - Deleting CommentEdges (which are not UML elements)
     * - Move to trash for enclosed objects, i.e. graphically drawn on top of
     * - Move to trash subdiagrams for the object
     * - Saveguard that there is always at least 1 diagram left
     * - If the current diagram has been deleted, select a new one to show
     * - Trigger the explorer when a diagram is deleted
     * - Set the needsSave (dirty) flag of the projectmanager
     * </pre>
     *
     * @param obj The object to be deleted
     * @see org.argouml.kernel.ProjectImpl#trashInternal(Object)
     * <p> 
     * TODO: This should just be named delete() or something which better 
     * tells what it does (since there really isn't a trash can).
     */",DESIGN
// hack to ensure the newly created awt fonts will be rendered with the // same height as the swt one,DESIGN
// TODO: check the return value here,IMPLEMENTATION
"// If it's a single-arg when but contains an array, we know it's a real literal array // FIXME: This is a gross way to figure it out; parser help similar to yield argument passing (expandArguments) would be better",DESIGN
"/**
 * Agency manages Critics.  Since classes are not really first class
 * objects in java, a singleton instance of Agency is made and passed
 * around as needed.  The Agency keeps a registry of all Critics that
 * should be applied to each type of design material. When a
 * design material instance is critiqued it asks Agency to apply all
 * registered Critic's.  In the current scheme there is a thread that
 * proactively, continuously critiques the Design at hand, even if
 * the user is idle! This is simple and it works.  The disadvantage
 * is that _all_ active critics related to a given design material are
 * applied, regardless of the reason for the critiquing and a lot of
 * CPU time is basically wasted.  <p>
 *
 * TODO: I am moving toward a more reactionary scheme in
 * which specific design manipulations in the editor cause critics
 * relevant to those manipulations to be applied.  This transition is
 * still half done.  Triggers are the critiquing requests.  The code
 * for triggers is currently dormant (latent?).<p>
 *
 * TODO: There is a strong dependency cycle between Agency and Designer.  They
 * either need to be merged into a single class or partitioned differently,
 * perhaps using an interface to break the cycle.  The Designer singleton gets
 * passed to almost every single part of the Critic subsystem, creating strong
 * coupling throughout. - tfm 20070620
 *
 * @author Jason Robbins
 */",DESIGN
"/**
     * forwards this event to the tree model.
     *
     * @param element the modelelement to be added
     *
     * TODO:  This shouldn't be public.  Components desiring to
     * inform the Explorer of changes should send events.
     */",DESIGN
"/**
     * Generates a new unique ID and returns it as a String. The contents
     * of the String is supposed to be unique with respect to all Strings
     * generated by other instances of this class.
     * TODO: We should consider using java.util.UUID for this instead.
     *
     * @return	A String with unique content.
     */",IMPLEMENTATION
// FIXME: inefficient; constructing a bignum just for dumping?,DESIGN
/* this should be before dockables are initialized */,DESIGN
// defer argument checking...,DESIGN
// TODO: This code effectively disables all inspection-based optimizations; none of them are 100% safe yet,DEFECT
//TODO mappings.getLogicalTableName(ownerTable),IMPLEMENTATION
// TODO: This is a tagged value name which will never trigger an event,DEFECT
"// could happen for custom Criteria impls.  Not likely, but... // 		for long term solution, see HHH-3514",DEFECT
"/** rb_ary_push_m
     * FIXME: Whis is this named ""push_m""?
     */",DESIGN
// Programming error: bail out.,DESIGN
// TODO temporary hack to avoid unnecessary bug reports for subclasses,DESIGN
"// TODO: This DTD doesn't exist, so we can't tell readers to // look for it //		w.println(""<!DOCTYPE profile SYSTEM \""profile.dtd\"" >""); // but we need a 2nd line to make the funky UML persister work // remove this line if the above is uncommented",IMPLEMENTATION
// TODO: This creates a dependency on the Critics subsystem. // We need a generic way for modules (including our internal // subsystems) to request addition of actions to the popup // menu. - tfm 20080430,DESIGN
//TODO: currently keeps Getters and Setters (instead of PropertyAccessors) because of the way getGetter() and getSetter() are implemented currently; yuck!,DESIGN
"/**
     * Helper method for changeConnectedNode.
     * TODO: This should probably be in superclass. Associations can be on
     * several diagram types.
     */",DESIGN
// The call here is the result of a desperate fight // to find a place where the components in the split // had not height = 0. If someone knows a better way // please tell me I'll apreciate any advice. // gerdwagner@users.sourceforge.net,DESIGN
"/**
     * Prevent underline events if underline does not change.
     * TODO: GEF should manage this after GEF 0.13.4 is included.
     */",DESIGN
"// FIXME: these descriptions should probably be moved out, // to Constantine project which deals with all platform-dependent constants.",DESIGN
"/**
     * TODO: MVW: I am not completely sure of the following:<p>
     * The ""namespace"" of the diagram is e.g. used when creating new elements
     * that are shown on the diagram; they will have their namespace set
     * according this. It is NOT necessarily equal to the ""owner"". 
     * 
     * @return the namespace for the diagram
     */",DESIGN
// TODO: Is this removed from UML2 ?,DESIGN
// TODO Can't see anything in SPEC,DOCUMENTATION
// TODO: SafeStringValue here,IMPLEMENTATION
"// This is GROSS, but Java API's aren't ISO 8601 compliant at all",DESIGN
// TODO: What is the behavior of this in the case of nested models?,DESIGN
"/**
     * Compute which critics should be active (i.e., they can be
     * applied by applyAllCritics) for a given Designer. <p>
     *
     * Note: I am setting global data, i.e. the
     * isEnabled bit in each critic, based on the needs of one designer.
     * I don't really support more than one Designer.
     * Which is why each designer
     * (if we would support more than one designer)
     * has his own Agency.
     *
     * TODO: should loop over simpler list of critics, not CompoundCritics
     *
     * @param d the designer
     */",IMPLEMENTATION
"// let's test which situation we have. 3 Possibilities: // 1. The nodes are already on the diagram, we can use //    canAddEdge for this. // 2. One of the nodes is already on the diagram. The other //    has to be added. // 3. Both of the nodes are not yet on the diagram. // For the time being we will only implement situation 1. // TODO: implement situation 2 and 3.",IMPLEMENTATION
