text,label
"/**
     * Make use of the default visibility, which is public...
     * TODO: centralise this knowledge.
     *
     * @see org.argouml.uml.diagram.ui.AbstractActionRadioMenuItem#valueOfTarget(java.lang.Object)
     */",DOCUMENTATION
// TODO: don't require pop,DEFECT
//TODO add tests for ReportSaveGraphics,TEST
// TODO make an assert here,TEST
"// filter out any Java primitive names // TODO: should check against all Java reserved names here, not just primitives",IMPLEMENTATION
// HACK: reading encoding,DESIGN
// TODO: don't require pop,DEFECT
/* ENEBO: Lots of optz in 1.9 parser here*/,DESIGN
// TODO see if we need to apply some line color and style to the // axis traces,IMPLEMENTATION
// SSS FIXME: Should I be returning the operand constructed here?,IMPLEMENTATION
"// we'll have to use the method in the interface, but // this doesn't have the paint and stroke settings...",DESIGN
// TODO Handle multiple top level packages,DESIGN
"/**
     * If the property that this comboboxmodel depicts is changed in the UML
     * model, this method will make sure that the changes will be
     * done in the combobox-model equally. <p>
     * TODO: This function is not yet completely written!
     *
     * {@inheritDoc}
     * @see java.beans.PropertyChangeListener#propertyChange(java.beans.PropertyChangeEvent)
     */",IMPLEMENTATION
// if this is a feature get the owner of that feature // TODO: Does anything actually make use of this? It can // cause unexpected behaviour.,DEFECT
"/** Attribute names and values. While the XML spec doesn't require
     *  preserving the order ( AFAIK ), some ant tests do rely on the
     *  exact order. The following code is copied from AttributeImpl.
     *  We could also just use SAX2 Attributes and convert to SAX1 ( DOM
     *  attribute Nodes can also be stored in SAX2 Attributes )
     *  XXX under JDK 1.4 you can just use a LinkedHashMap for this purpose -jglick
     * The only exception to this order is the treatment of
     * refid. A number of datatypes check if refid is set
     * when other attributes are set. This check will not
     * work if the build script has the other attribute before
     * the ""refid"" attribute, so now (ANT 1.7) the refid
     * attribute will be processed first.
     */",TEST
// TODO: This requires that the tests be run with assertions // enabled which isn't guaranteed in all environments.,TEST
// TODO: should define a CompoundCritic,DESIGN
// TODO: This is using internal knowledge of GEF.  It should // handle this itself. - tfm,DESIGN
// Do we need to add tests for the following? // // AggregationKind // ChangeableKind // MessageDirectionKind // OrderingKind // ParameterDirectionKind // PseudostateKind // ScopeKind // VisibilityKind //,TEST
// TODO some more invalid sequence tests needed,TEST
// WARNING: The GEF implementation of the OutputStream version of  // this method doesn't work - tfm - 20070531,DEFECT
"/* 
		This is the namespace in which the method is set.
		It is a back-reference for the node, which needs to execute under this 
		namespace.  It is not necessary to declare this transient, because 
		we can only be saved as part of our namespace anyway... (currently).
	*/",DESIGN
"// Fixme: Only F_SETFL and F_GETFL is current supported // FIXME: Only NONBLOCK flag is supported // FIXME: F_SETFL and F_SETFD are treated as the same thing here.  For the case of dup(fd) we //   should actually have F_SETFL only affect one (it is unclear how well we do, but this TODO //   is here to at least document that we might need to do more work here.  Mostly SETFL is //   for mode changes which should persist across fork() boundaries.  Since JVM has no fork //   this is not a problem for us.",DOCUMENTATION
// starts with an alias (old style) // semi-bad thing about this: can't re-alias another alias.....,DEFECT
"// First, validate all the enabled filters... //TODO: this implementation has bad performance",DEFECT
// TODO: don't require pop,DEFECT
// TODO: This error needs to be reported!,DEFECT
"/**
    * Register an attribute declaration for later retrieval.
    * Format:
    * - String type
    * - String default value
    * - int value type
    * *TODO: do something with attribute types.
    */",DESIGN
"/**
	 * **FIXME** This function needs documentation
	 * 
	 * @return boolean
	 * @param XmlElement
	 *            E
	 *  
	 */",DOCUMENTATION
"// TODO: The below is not strictly correct, but should // cover the case we deal with.  Using a real XML parser // would be better. // Look for XML document has just a single root element",DEFECT
"// TODO: specifying soft refs, may want to compare memory consumption, // behavior with weak refs (specify WEAK in place of SOFT below)",DESIGN
// crusty workaround,DESIGN
// TODO: fetch this once as per vars above?,IMPLEMENTATION
//FIXME we should really assert a value here,DESIGN
// TODO: InstanceSpecification -> Classifier association isn't // navigable in this direction,DESIGN
// TODO: This error needs to be reported!,DEFECT
/* Testing: Does not fire. Conflict with CrNameConflict. */,TEST
// TODO: don't require pop,DEFECT
/* TODO add javadocs */,DOCUMENTATION
// do we need to update the crosshair values?,DESIGN
"// TODO do tests for ranges in collection definition (8.5.12), // even though it is not yet supported",TEST
//FIXME we should really assert a value here,DESIGN
// TODO: need more tests,TEST
"/**
     * This tag is set on elements that are generated by reference when
     * importing.
     * If it is set, then the critics could ignore those objects if they want.
     * 
     * TODO: This is really belongs in a higher level utility class
     * that uses the Facade's tagged value methods.  Also, it needs to
     * be updated to use a UML 1.4 TagDefinition instead of a simple String.
     */",DESIGN
"// Does this dialect support FOR UPDATE OF, allowing particular rows to be locked?",DESIGN
// TODO: handle parse error,IMPLEMENTATION
/* TODO: link to the Signal. */,DOCUMENTATION
//TODO: should fire its own event and ProjectBrowser //TODO: should register a listener,DESIGN
"/**
     * Make use of the default visibility, which is public...
     * TODO: centralise this knowledge.
     *
     * @see org.argouml.uml.diagram.ui.AbstractActionRadioMenuItem#valueOfTarget(java.lang.Object)
     */",DOCUMENTATION
// TODO: There's a cyclic dependency between FigConcurrentRegion and // the actions ActionAddConcurrentRegion,DESIGN
// Does not appear to be used (yet),DESIGN
"/*
			 * TODO: hookup with Interbase spec and adjust these as necessary. 
			 */",IMPLEMENTATION
"//TODO: We probably should have a StatisticsNotPublishedException, to make it clean",DESIGN
// TODO: Review all callers to make sure that they localize the title // In process by Harold Braun 20070912,IMPLEMENTATION
// TODO: Considering all delete events to be valid like below // is going to cause lots of unecessary work and some problems,DEFECT
"//TODO:  Comment by A. Rueckert <a_rueckert@gmx.net> : // I think, the handle holding the collaboration implementation, should // rather be a CollaborationUse in UML2. // But as a workaround for now, I'll try to get // a Collaboration representation (CollaborationUse) and // then try to get the owning Classifier from there...",DESIGN
"/**
	 * **FIXME** This function needs documentation
	 * 
	 * Constructor
	 * 
	 * @param String
	 *            Name
	 *  
	 */",DOCUMENTATION
"/**
     * For modules, it would be useful to be able to remove their factories.
     * <p>
     * 
     * TODO: The effect of this method is not yet tested!
     * 
     * @param factory
     *            the factory to remove
     */",TEST
"/**
     * Find the Icon for a given model element.
     *
     * @return The Icon or <code>null</code> if there is no Icon.
     * @param value The model element.
     *
     * TODO: This should not use string matching on classnames to do this
     *       since this means that we have knowledge about how the model
     *       elements are implemented outside of the Model component.
     */",DESIGN
// FIXME: Document difference between warn and warning (or rename one better),DOCUMENTATION
"/**
     * Helper method for changeConnectedNode.
     * TODO: This should probably be in superclass. Associations can be on
     * several diagram types.
     */",DESIGN
"/*
     * Called after the diagram font gets changed. <p>
     *
     * TODO: Do we need to do anything here?
     *
     * @see java.beans.PropertyChangeListener#propertyChange(java.beans.PropertyChangeEvent)
     */",IMPLEMENTATION
// TODO: proper sign,DEFECT
"// TODO:  Does anyone use command line? // If so, localization is needed - tfm",DEFECT
"// Set the overall status for the transaction sample // TODO: improve, e.g. by adding counts to the SampleResult class",IMPLEMENTATION
"// TODO: make setBounds, calcBounds and updateBounds consistent",DEFECT
"// null or brand new collection // this will also (inefficiently) handle arrays, which have // no snapshot, so we can't do any better",DESIGN
// TODO Can't see anything in SPEC,DOCUMENTATION
// @TODO dont use deprecated method,DESIGN
// TODO: is this the right range here?,IMPLEMENTATION
"/**
     * TODO: Document! What does this do?  Interacts with event pump in some manner
     * 
     * @param objects new objeccts
     */",DOCUMENTATION
// TODO: is this a good idea?,DESIGN
"// this is only needed (afaict) for processing results from the query cache; // however, this cannot possibly work in the case of discovered types...",DEFECT
// TODO: Bobs says - what is the purpose of this flag? Please document.,DOCUMENTATION
// TODO Revert to SVN revision 2469 in JFreeChart 1.0.16 //      (MultipleGradientPaint's / JDK issues) // TODO THEN: change visibility of ALL darker(...) Methods EXCEPT //      darker(Paint) to private!,DESIGN
// Don't know what to do otherwise,IMPLEMENTATION
// TODO: use the destination database type to derive a format // that is acceptable.,IMPLEMENTATION
// clone will produce correct type // TODO but why do we need to clone the list?,DESIGN
// ?R  | boolean | True if file is readable by the real uid/gid of the caller // FIXME: Need to implement an readable_real_p in FileTest,TEST
// TODO: complete this,DESIGN
// TODO: - please add some javadoc - ugly classname also,DOCUMENTATION
"// TODO do tests for collections of collections (8.5.13), // even though it is not yet supported  // question: should this happen with all collections or only  // the constructed ones?",TEST
"// TODO: A better implementation would be to batch events into // logical groups and update the tree one time for the entire // group, synchronizing access to the model repository so that // it stays consistent during the query.  This would likely // require doing the updates in a different thread than the // event delivery thread to prevent deadlocks, so for right now // we protect ourselves with try/catch blocks.",IMPLEMENTATION
"/**
	 * **FIXME** This function needs documentation
	 * 
	 * @param out
	 *            OutputStream to print the data to
	 *  
	 */",DOCUMENTATION
// not sure whether this test is needed but cost nothing to put. // hope it will be reviewed by anybody competent,TEST
// TODO: no need to calculate every time.,IMPLEMENTATION
// TODO: don't require pop,DEFECT
"// if the method is extending something, then we have // to test if the handler is initialized...",TEST
"// TODO: I think we need to make sure the keys are actually cloned, // whereas the paint instances are always immutable so they're OK",IMPLEMENTATION
/////////////////////////////////////////////////////////////////////////// // USED ONLY FOR REGRESSION TESTING!!!! // // todo : obviously get rid of all this junk ;) ///////////////////////////////////////////////////////////////////////////,DESIGN
// ??? bad to have release hardocoded here. Fix later...right.,DESIGN
"/* TODO: The recurrence goes in front of the action?
                 * Does this not contradict the header JavaDoc? */",DOCUMENTATION
//TODO: BUG! this currently fails for named queries for non-POJO entities,DEFECT
// TODO: don't require pop,DEFECT
"// we assume that all other Paint instances implement equals() and // hashCode()...of course that might not be true, but what can we // do about it?",DESIGN
"// TODO: In MRI 1.9, an explicit check for negative length is // added here. IndexError is raised when length is negative. // See [ruby-core:12953] for more details. // // New note: This is actually under re-evaluation, // see [ruby-core:17483].",DEFECT
// TODO - is this the correct default?,DESIGN
"/**
	 * **FIXME** This function needs documentation
	 * 
	 * @return String
	 * @param String
	 *            Name
	 *  
	 */",DOCUMENTATION
"// TODO: This is actually now returning the scope of whoever called Method#to_proc // which is obviously wrong; but there's no scope to provide for many methods. // It fixes JRUBY-2237, but needs a better solution.",DESIGN
// TODO: Model implementation independent,DESIGN
"/**
     * Returns all substates some composite state contains.
     * <p>
     * TODO: {@link #getAllPossibleSubvertices(Object)} and
     * {@link #getAllSubStates(Object)} are duplicates as implemented for MDR.
     * It isn't clear from the Javadoc or usage whether they should do different
     * things or this just happened because no one noticed we already had
     * another method.
     * 
     * @param compState
     *                the given compositestate
     * @return all substates
     */",DOCUMENTATION
"// TODO: Because we get called on each and every change event, when // the model is in a state of flux, we'll often get an // InvalidElementException before we finish this collection. The // only saving grace is that we're called SO many times that on the // last time, things should be stable again and we'll get a good set // of elements for the final update.  We need a better mechanism.",DESIGN
"/**
 * TestCases for {@link XSLTProcess} task.
 * XXX merge with {@link XsltTest}?
 * @version 2003-08-05
 */",TEST
// TODO: Check that this is correct,DESIGN
// this class is not very fast...,DEFECT
// FIXME: don't use RubyIO for this,IMPLEMENTATION
"// Just a note: StarTeam has a status for NEW which implies // that there is an item  on your local machine that is not // in the repository.  These are the items that show up as // NOT IN VIEW in the Starteam GUI. // One would think that we would want to perhaps checkin the // NEW items (not in all cases! - Steve Cohen 15 Dec 2001) // Unfortunately, the sdk doesn't really work, and we can't // actually see  anything with a status of NEW. That is why // we can just check out  everything here without worrying // about losing anything.",DEFECT
// XXX     should we silently catch possible exceptions and try to //         load a different implementation?,DESIGN
// this method is a nightmare,DESIGN
"// Skip formatting for Stored Procedures - They can have // comments embedded in them, and I'm presently not sure // how the formatter handles this.",DESIGN
"/**
 * A Mode to interpret user input while creating a permission edge.
 * The permission can connect any model elements including those represented
 * by edges as well as nodes.
 * <p>
 * TODO: In UML 2.x, Permission becomes PackageImport and the class hierarchy
 * has changed so that it is no longer a subtype of Dependency, so this may
 * need to be refactored to work correctly.
 */",DEFECT
"/*
     * TODO: error counting needs to be sorted out.
     *
     * At present the Statistical Sampler tracks errors separately
     * It would make sense to move the error count here, but this would
     * mean lots of changes.
     * It's also tricky maintaining the count - it can't just be incremented/decremented
     * when the success flag is set as this may be done multiple times.
     * The work-round for now is to do the work in the StatisticalSampleResult,
     * which overrides this method.
     * Note that some JMS samplers also create samples with > 1 sample count
     * Also the Transaction Controller probably needs to be changed to do
     * proper sample and error accounting.
     * The purpose of this work-round is to allow at least minimal support for
     * errors in remote statistical batch mode.
     *
     */",DEFECT
//PostLoad is needed for EJB3 //TODO: reuse the PostLoadEvent...,DESIGN
// Required otherwise it gets too wide.,DESIGN
"// we should be able to find the comma because the range for enum constants includes all preceding comments up to the previous constant // if TargetSourceRangeComputer of ASTRewrite changes, this logic should change to skip comments // see org.eclipse.emf.codegen.merge.java.facade.ast.CommentAwareSourceRangeComputer#getEnumConstantSourceRange(ASTNode)",IMPLEMENTATION
"// If it exists, remove it and add it at the end (avoid memory leak)",DEFECT
"/**
 * TODO: JavaDoc
 * 
 * @author Colin Bell
 */",DOCUMENTATION
// TODO find a better localization key,DESIGN
"// todo : currently expects that the individual with expressions apply to the same sql table join. //      This may not be the case for joined-subclass where the property values //      might be coming from different tables in the joined hierarchy.  At some //      point we should expand this to support that capability.  However, that has //      some difficulties: //          1) the biggest is how to handle ORs when the individual comparisons are //              linked to different sql joins. //          2) here we would need to track each comparison individually, along with //              the join alias to which it applies and then pass that information //              back to the FromElement so it can pass it along to the JoinSequence",DESIGN
"// TODO: Maybe prompt the user to ask to append the records,  // ignoring errors for constraint violations?",IMPLEMENTATION
"// In case this is called by the AWT thread, log a message - this is most likey a bug",DEFECT
/* Testing: Does not fire. Conflict with CrNameConflict. */,TEST
"// TODO: at the point where we are resolving collection references, we don't // know if the uk value has been resolved (depends if it was earlier or // later in the mapping document) - now, we could try and use e.getStatus() // to decide to semiResolve(), trouble is that initializeEntity() reuses // the same array for resolved and hydrated values",DEFECT
// Have to think about lazy initialization here...  JHM // comparator = new java.text.RuleBasedCollator();,IMPLEMENTATION
// table=null -> an association - fill // it in later //TODO fill in the mappings for table == null,IMPLEMENTATION
"/*
             * TODO: Exact ordering is only required for some tests; change the
             * comparison to do a set compare where necessary.
             */",DESIGN
"// TODO: this needs to be improved // even for nongui calling, the config panel needs to be initialized:",IMPLEMENTATION
"/**
     * Make use of the default visibility, which is public...
     * TODO: centralise this knowledge.
     *
     * @see org.argouml.uml.diagram.ui.AbstractActionRadioMenuItem#valueOfTarget(java.lang.Object)
     */",DOCUMENTATION
// TODO : complete this,DESIGN
// FIXME: Document difference between warn and warning (or rename one better),DOCUMENTATION
// TODO: this disables laziness even in non-pojo entity modes:,DEFECT
//TODO: copy/paste from recreate(),DESIGN
"// ***HACK*** We ask the VM to create an instance // by voluntarily providing illegal arguments to force // the VM to run the class' static initializer, while // at the same time not running a valid constructor.",DESIGN
"// dialogs fuck things up if a menu is visible, etc! //new BeanShellErrorDialog(view,e);",DEFECT
// copy and paste from bsh/classpath/ClassManagerImpl.java...,DESIGN
// not needed,IMPLEMENTATION
// TODO should equals and hashCode depend on field other than count?,DESIGN
"/* TODO: Update the old and new node above this!
                 * This is issue 5079.
                 * The old and new UML namespaces are in the event, but
                 * how do we know which nodes to refresh?
                 * And how to refresh? 
                 * Not necessarily the namespaces, 
                 * depending on the perspective. */",DEFECT
//TODO: algorithm is n^2 in number of nodes,DEFECT
//DMS this is totally untested.,TEST
// TODO: Mark diagram/project as dirty?,IMPLEMENTATION
// TODO: I18N required,IMPLEMENTATION
//TODO - need a lot more tests,TEST
// TODO: In UML2.x Event has no parameters. The Event metaclass in // UML1.x corresponds to the Trigger metaclass in UML2.x (see UML // Superstructure page 456).,DESIGN
// TODO is it the best way ? https://issues.apache.org/bugzilla/show_bug.cgi?id=55634,DESIGN
"/**
 * A command to set selected figs to their minimum size. <p>
 * Despite its name, really the minimum size is selected here! <p>
 * 
 * TODO: Rename this class.
 *
 * @author Markus Klink
 */",DESIGN
//TODO: Test Mac keyboard accelerator changes done here by mlivingstone // shortcut key,TEST
"/**
     * Returns all substates some composite state contains.
     * <p>
     * TODO: {@link #getAllPossibleSubvertices(Object)} and
     * {@link #getAllSubStates(Object)} are duplicates as implemented for MDR.
     * It isn't clear from the Javadoc or usage whether they should do different
     * things or this just happened because no one noticed we already had
     * another method.
     * 
     * @param compState
     *                the given compositestate
     * @return all substates
     */",DOCUMENTATION
"// SSS FIXME: Maybe this is not really a concern after all ... // Nesting level of this scope in the lexical nesting of scopes in the current file -- this is not to be confused // with semantic nesting of scopes across files. // // Consider this code in a file f // class M1::M2::M3::C  //   ... // end // // So, C is at lexical nesting level of 1 (the file script is at 0) in the file 'f' // Semantically it is at level 3 (M1, M2, M3 are at 0,1,2). // // This is primarily used to ensure that variable names don't clash! // i.e. definition of %v_1 in a closure shouldn't override the use of %v_1 from the parent scope! //    private int _lexicalNestingLevel;",DESIGN
// not needed,IMPLEMENTATION
// TODO: This requires that the tests be run with assertions // enabled which isn't guaranteed in all environments.,TEST
"// doesn't work: Depending on the compression engine used, // compressed bytes may differ. False errors would be // reported. // assertTrue(""File content mismatch"", // FILE_UTILS.contentEquals(project.resolveFile(""expected/asf-logo-huge.tar.bz2""), // project.resolveFile(""asf-logo-huge.tar.bz2"")));",TEST
"/**
     * TODO: Document!
     *
     * @deprecated for 0.28 by tfmorris.  Use
     * {@link #UMLActivityDiagram(String, Object, GraphModel)}.
     */",DOCUMENTATION
// not sure whether this test is needed but cost nothing to put. // hope it will be reviewed by anybody competent,TEST
// TODO: Does CoreHelper#getExtendedClassifiers(Object element) means // all parents (direct and indirect) or only the direct parents?,DESIGN
// TODO: What does the magic number 6000 represent here? // Put it in an explanatory literal! - tfm - 20071205,DESIGN
"/**
 * This class manages the windows for the application.
 *
 * TODO: Correct these notes
 * <p>When a session closes the window manager will ensure that
 * all of the windows for that sesion are closed.
 * <p>Similarily when a window is closed the windows manager will ensure that
 * references to the window are removed for the session.
 *
 * JASON: Prior to this patch there was some code movement from this class to
 * Sessionmanager. The idea being that Sessionmanager was the controller.
 * Do we still want to do this? Remember in the future there will probably be
 * an SDI as well as MDI version of the windows.
 *
 * @author <A HREF=""mailto:colbell@users.sourceforge.net"">Colin Bell</A>
 * @author <A HREF=""mailto:jmheight@users.sourceforge.net"">Jason Height</A>
 */",DOCUMENTATION
"/*
     * TODO add tests to check for: - name clash - long option abbreviations
     * (match shortest unique abbreviation)
     */",TEST
// TODO: Add safety check for taintedness,IMPLEMENTATION
// TODO: Not sure the semantics are an exact match here between // UML 1.4 Aggregate and UML 2.x Shared.,DESIGN
"//TODO: when this is the entry point, we should use an INNER_JOIN for fetching the many-to-many elements!",DEFECT
"// FIXME: Maybe not best place, but move it to a good home",DESIGN
// TODO: Do we need this?,DOCUMENTATION
"/*
     * TODO: Is this required? Why would the fig already be dashed?
     * 
     * @see org.tigris.gef.presentation.FigEdge#setFig(
     *      org.tigris.gef.presentation.Fig)
     */",DESIGN
// TODO: don't require pop,DEFECT
// not needed,IMPLEMENTATION
"/**
 * Test cases for generating subject lines, when replying and/or forwarding
 * messages
 * <p>
 *
 * TODO: Re:[columba-devel]test-subject
 *
 * @author fdietz
 */",TEST
"//init the table here instead of earlier, so that we can get a quoted table name //TODO: would it be better to simply pass the qualified table name, instead of //      splitting it up into schema/catalog/table names",DESIGN
// TODO Can't see anything in SPEC,DOCUMENTATION
// TODO: improve this test // $NON-NLS-1$ $NON-NLS-2$ // Missing variable name,TEST
"// The UML 2.1.1 metamodel is a MOF 2.0 CMOF model, so // we want nodes with // tag=""ownedMember"", attribute xmi:type=""cmof:Class"" // TODO: This code is untested - tfm",TEST
// TODO: Should be anything allowed by current diagram,IMPLEMENTATION
"/**
 * Test cases for generating subject lines, when replying and/or forwarding
 * messages
 * <p>
 *
 * TODO: Re:[columba-devel]test-subject
 *
 * @author fdietz
 */",TEST
"//??? For now, use the same renderer as everyone else. //?? //?? IN FUTURE: change this to use a new instance of renederer //?? for this data type.",DESIGN
"/**
	 * **FIXME** This function needs documentation
	 * 
	 * Constructor
	 * 
	 * @param Name
	 *            String
	 * @param Data
	 *            String
	 *  
	 */",DOCUMENTATION
"// // Use special cheats that speed up the code (currently about 50%), // but may cause problems with future maintenance and add to the // class file size (about 500 bytes). //",DEFECT
// TODO: treat Message,IMPLEMENTATION
// TODO: don't require pop,DEFECT
"// work around the ""feature"" where tree cache is validating the // inserted node during the next transaction. no idea...",DESIGN
// TODO: Move to GEF,DESIGN
// todo : potentially look at optimizing these two arrays,DESIGN
"//TODO: this is a bit arbitrary, expose a switch to the user?",DESIGN
// TODO: don't require pop,DEFECT
"/**
     * Map of which resources are read-only.
     * <p>
     * TODO: This needs to be managed per EditingDomain.
     */",DESIGN
// TODO: Move to GEF,DESIGN
// TODO: don't require pop,DEFECT
// FIXME: draw outliers,IMPLEMENTATION
//work around a bug in all known connection pools....,DESIGN
//TODO: inefficient if that cache is just going to ignore the updated state!,DESIGN
// TODO: Do we need this?,DOCUMENTATION
// TODO: use the destination database type to derive a // format that is acceptable.,IMPLEMENTATION
// FIXME: This isn't quite right; it shouldn't evaluate the value if it's going to throw the error,DEFECT
// TODO: Use Model.getModelManagementHelper().getPathList(modelElement); // TODO: This will fail with nested Models,DEFECT
"/**
     * Builds an interface with a given name.
     *
     * @param name is the given name.
     * @return Interface
     * TODO: This needs an extra parameter to specify the model/extent where
     * the new element should be created.
     */",DESIGN
// TODO: getAllPossibleSubvertices and getAllSubStates are duplicates - tfm,DESIGN
"// The UML 2.1.1 metamodel is a MOF 2.0 CMOF model, so // we want nodes with // tag=""ownedMember"", attribute xmi:type=""cmof:Class"" // TODO: This code is untested - tfm",TEST
// TODO: Why can't we use ActionAddExistingNodes here? Bob.,DESIGN
"/**
	 * **FIXME** This function needs documentation
	 * 
	 * @return String
	 * @param String
	 *            Name
	 *  
	 */",DOCUMENTATION
// TODO: Changed in UML 2.x to special type of Property?,DESIGN
// TODO: Do we need this?,DOCUMENTATION
"// very subtle... if we leave this for // ensurePhysicalLineIsVisible(), an // extra line will be added to the // scroll line count.",DEFECT
// the plot field is NOT tested,TEST
"/**
     * Sorts the specified destInfos array based on the order of the sourceInfos
     * array.  Not a very efficient algorthim, but it gets the job done.
     * TODO: rewrite this using Collections sorting capability.
     * 
     * @param sourceInfos
     * @param destInfos
     * @param sourceTableName
     * @param destTableName
     * @return a re-ordered version of the specified destInfos array
     * @throws MappingException if the arrays differ in length or column names.
     */",IMPLEMENTATION
//TODO enable some proper tests!!,TEST
// TODO: don't require pop,DEFECT
// Should we run a beanshell script on startup? // $NON-NLS-1$,DESIGN
// not needed,IMPLEMENTATION
"/**
 * Well-formedness rule for Package. Check that the alias for an imported
 * element doesn't conflict with any existing name. Section 4.14.3.3 of UML 1.4
 * spec.
 * <p>
 * Other types of name conflicts in a Namespace are checked by
 * {@link CrNameConflict}.
 * <p>
 * TODO: MVW: If an Alias is the same as another class' name, then this critic
 * fires, but the explanation and wizard are wrong!
 */",DOCUMENTATION
// FIXME: Document difference between warn and warning (or rename one better),DOCUMENTATION
"/**
	 * **FIXME** This function needs documentation
	 * 
	 * @return XmlElement
	 * @param String
	 *            Path
	 *  
	 */",DOCUMENTATION
"// If it exists, remove it and add it at the end (avoid memory leak)",DEFECT
"// TODO: Should this really return null?  If not, figure out something better to do here.",DESIGN
// TODO make these separate tests?,TEST
"// FIXME: Is ""No Namespace is Empty Namespace"" really OK?",DEFECT
// TODO: don't require pop,DEFECT
// TODO: - please add some javadoc - ugly classname also,DOCUMENTATION
// TODO: check threshold,DESIGN
// Don't allow override of Content-Length // TODO - what other headers are not allowed?,IMPLEMENTATION
"/**
	 * **FIXME** This function needs documentation
	 * 
	 * @return String
	 * @param String
	 *            Name
	 *  
	 */",DOCUMENTATION
"/**
	 * 
	 * create Subject headerfield in using the senders message subject and
	 * prepending ""Fwd:"" if not already there
	 * 
	 * @param header
	 *            A <code>ColumbaHeader</code> which contains the headerfields
	 *            of the message we want reply/forward.
	 * 
	 * FIXME (@author fdietz): we need to i18n this!
	 * 
	 */",IMPLEMENTATION
