text,label
// TODO: This should listen for new target events  // fired by WizStep.updateTabToDo so that we // can decouple it from the ProjectBrowser.,DESIGN
//int contentLength = httpMethod.getResponseContentLength();Not visible ... //TODO size ouststream according to actual content length,DEFECT
"// If is a classifier role, it must return the received messages. // In other cases, returns an empty list. // TODO: Must be the outgoing messages or the received ones?",DESIGN
// temporary hack to handle non-Ruby values // will come up with better solution shortly,DESIGN
// TODO : this really needs to be delayed unitl after we definitively know all node types // where this is currently a problem is parameters for which where we cannot unequivocally // resolve an expected type,DESIGN
"/**
 *
 * @author headius
 * FIXME convert to enum ?
 */",DESIGN
// *************  copied from ConcatTest  *************,DESIGN
// TODO: decompose getJavaPackageModule so we don't parse fullName,DESIGN
// could make this configurable,IMPLEMENTATION
"/*
     * @see java.beans.PropertyChangeListener#propertyChange(java.beans.PropertyChangeEvent)
     *
     * TODO: This should be reviewed to see if it can be improved with a view
     * towards removing some of the overrriding methods used as workarounds for
     * differences between NSUML and MDR - tfm - 20060302
     */",DESIGN
"// workaround for missing ability to parse ""*""",DESIGN
"/* TODO: Replace the next deprecated call. This case is complicated 
         * by the use of parameters. All other Figs work differently. */",DESIGN
// TODO: Do we need this one. */,DESIGN
"//note that this method could easily be moved up to BasicEntityPersister, //if we ever needed to reuse it from other subclasses",DESIGN
// TODO: proper sign,DEFECT
// TODO: This needs to be modified for UML 2.x,IMPLEMENTATION
// Update attached node figures // TODO: Presumably this should only happen on a add or remove event,DEFECT
// EATM Kind of hacky.,DESIGN
"// TODO: Should this really return null?  If not, figure out something better to do here.",DESIGN
/* TODO add javadocs */,DOCUMENTATION
// Not used,DESIGN
// TODO Why not use the timestamp in a DataVersion?,DESIGN
// This is a dummy scope; we should find a way to make that more explicit,DESIGN
// not needed,IMPLEMENTATION
"// optional args, so we have IRubyObject[] // TODO: confirm",DESIGN
// ignore...bean doesn't get registered // TODO: Why does that bother me?,DESIGN
// first: developer could use a little help,DESIGN
// TODO: We currently delete the old values before setting // to something new. This is a workaround to issue 6056. // We should consider giving an API to get the lower and // upper values so that controls can listen directly to // those rather than the element containing those values.,DESIGN
// FIXME: needs to be rethought,DESIGN
"/**
     * If the property that this comboboxmodel depicts is changed in the UML
     * model, this method will make sure that the changes will be
     * done in the combobox-model equally. <p>
     * TODO: This function is not yet completely written!
     *
     * {@inheritDoc}
     * @see java.beans.PropertyChangeListener#propertyChange(java.beans.PropertyChangeEvent)
     */",IMPLEMENTATION
"/*
         * TODO (@author karlpeder): Guess that right thing to do is to get height as getDrawingSize().getHeight(),
         * since this should take top- and bottom margin of this print
         * object into account. But the height seems not to be set
         * correctly in computePositionAndSize() (*20030604, karlpeder*)
         */",DESIGN
"/**
     * The event to fire.
     *
     * TODO: Investigate! Is the purpose really to let the next call to
     * {@link #firePropertyChanged(String, Object, Object)} fire the old
     * event again if the previous invocation resulted in an exception?
     * If so, please document why. If not, fix it.
     */",DOCUMENTATION
"/**
     * For modules, it would be usefule to be able to remove their factories.<p>
     * 
     * TODO: The effect of this method is not yet tested!
     * 
     * @param factory the factory to remove
     */",TEST
// Andreas: this is just temporary for the uml2 pre-alpha versions.,DESIGN
// broken Eclipse workaround! // 24 Febuary 2004,DESIGN
//TODO: proxies!,IMPLEMENTATION
// Hack!!! hopefully the FK name will always be the last token!,DESIGN
// MenuBar related methods // TODO: Do we really need to have all these menubar methods duplicated // here? Perhaps we can make the menu bar accessible through GuiPackage?,DESIGN
// skip header bytes // maybe should check if they're valid or not?,IMPLEMENTATION
// TODO should this implement supportsCustomEditor() ?,DESIGN
"/**
     * This sets up the editing domain for the model editor.
     *
     * TODO: We probably need an EditingDomain per Argo project so that we can
     * keep the ResourceSets separate.
     */",DESIGN
// TODO: Taken from FigClassifierBoxWithAttribute to handle events // on an attribute. All this event handling should eventually be moved // to the compartment Fig for attributes,DESIGN
"// TODO: Maybe someday we could inform the user that the imported // key can't be created because the list of tables they've // selected, doesn't include the table that this foreign key // depends upon. For now, just log a warning and skip it.",IMPLEMENTATION
// TODO: Move magic number 10 to descriptive constant,DESIGN
"// It is chunked transfer encoding, which we do not really support yet. // So we just read without blocking, because we do not know when to // stop reading, so we cannot block // TODO propery implement support for chunked transfer, i.e. to // know when we have read the whole request, and therefore allow // the reading to block",IMPLEMENTATION
// TODO - should this be a failure?,DESIGN
//TODO: get SQL rendering out of this package!,DESIGN
"/**
     * Open a ZipInputStream to the first file found with a given extension.
     *
     * TODO: Remove since this is a duplicate of ZipFilePersister method
     * when we have refactored the Persister subsystem.
     *
     * @param url
     *            The URL of the zip file.
     * @param ext
     *            The required extension.
     * @return the zip stream positioned at the required location.
     * @throws IOException
     *             if there is a problem opening the file.
     */",DESIGN
// defer argument checking,DESIGN
"/** XXX I really don't like this - the XML processor is still
             * too 'involved' in the processing. A better solution (IMO)
             * would be to create UE for Project and Target too, and
             * then process the tree and have Project/Target deal with
             * its attributes ( similar with Description ).
             *
             * If we eventually switch to ( or add support for ) DOM,
             * things will work smoothly - UE can be avoided almost completely
             * ( it could still be created on demand, for backward compatibility )
             */",DESIGN
// stupidity,DESIGN
"// work around that crazy issue where the tree contains // ""empty"" FromElements (no text); afaict, this is caused // by FromElementFactory.createCollectionJoin()",DESIGN
"/**
     * A specialist Selection class for FigPartitions.
     * This ensures that all swimlanes are the same length (ie height).
     * TODO: Make sure that all swimlanes appear side by side (UML spec
     * states ""separated from neighboring swimlanes by vertical solid
     * lines on both sides"".
     * TODO: Allow drag of the west and east edge to resize both the selected
     * Fig and the fig connected to that side.
     * TODO: Show NorthWest and SouthWest handle only on leftmost swimlane.
     * TODO: Show NorthEast and SouthEast handle only on rightmost swimlane.
     * @author Bob
     */",IMPLEMENTATION
// TODO: This error needs to be reported!,DEFECT
// Fix for this bug: // -- Put a mode into the user dir with the same name as one //    on the system dir. // -- Reload edit modes. // -- Old mode from system dir still used for highlighting //    until jEdit restart.,DEFECT
// TODO: don't require pop,DEFECT
"// TODO: Add ""unnamed"" or ""new"" or something? (Localized, of course)",IMPLEMENTATION
// TODO: not used - make private?,DESIGN
"//??? For now, use the same renderer as everyone else. //?? //?? IN FUTURE: change this to use a new instance of renederer //?? for this data type.",DESIGN
"// the view should not be null, but some plugins might do this",DEFECT
"// TODO: NOT_ALLOCATABLE_ALLOCATOR may be ok here, but it's unclear how Structs // work with marshalling. Confirm behavior and ensure we're doing this correctly. JRUBY-415",DESIGN
//TODO: Rename to IObjectTreeNodeExpander,DESIGN
// TODO: Do we want to use the Project here instead of just its name?,IMPLEMENTATION
// TODO: Considering all delete events to be valid like below // is going to cause lots of unecessary work and some problems,DEFECT
// defer argument checking...,DESIGN
// TODO: Presumably this is only relevant if // obj is actually a Model or Profile. // An added test of isAModel(obj) or isAProfile(obj) would clarify // what is going on here.,TEST
// TODO: Why do we clone the return value? This is the only reference // to it (right?) so we shouldn't need a separate copy.,DEFECT
// TODO: an alternative is to check if the owner has changed; if it hasn't then // get the ID from collection.getOwner(),DESIGN
"/**
     * Returns all substates some composite state contains.
     * <p>
     * TODO: {@link #getAllPossibleSubvertices(Object)} and
     * {@link #getAllSubStates(Object)} are duplicates as implemented for MDR.
     * It isn't clear from the Javadoc or usage whether they should do different
     * things or this just happened because no one noticed we already had
     * another method.
     * 
     * @param compState
     *                the given compositestate
     * @return all substates
     */",DOCUMENTATION
// TODO: make more efficient by not creating IRubyArray[],DESIGN
"// TODO: the above works in the current situation, but it's // just a hack. How to get each editor to report whether it // wants to grow bigger? Whether the property label should // be at the left or at the top of the editor? ...?",DESIGN
// TODO improve the error handling,DESIGN
// TODO: add serialization support for images,IMPLEMENTATION
// This can be made public to allow others to extend their own persisters,DESIGN
// TODO: TagDefinitions are gone from UML 2 // they are now Properties of Stereotypes;,DESIGN
"//TODO: passing null here, because this method is not really used for DOM4J at the moment //      but it is still a bug, if we don't get rid of this!",DEFECT
// TODO: don't require pop,DEFECT
// TODO: get/setRootModel aren't specific to the Model implementation // they could probably be moved elsewhere - tfm - 20070530,DESIGN
// drag and drop support // I'd just move the code to // JEditTextArea but it // depends on JDK 1.4 APIs,DESIGN
"/**
 * Agency manages Critics.  Since classes are not really first class
 * objects in java, a singleton instance of Agency is made and passed
 * around as needed.  The Agency keeps a registry of all Critics that
 * should be applied to each type of design material. When a
 * design material instance is critiqued it asks Agency to apply all
 * registered Critic's.  In the current scheme there is a thread that
 * proactively, continuously critiques the Design at hand, even if
 * the user is idle! This is simple and it works.  The disadvantage
 * is that _all_ active critics related to a given design material are
 * applied, regardless of the reason for the critiquing and a lot of
 * CPU time is basically wasted.  <p>
 *
 * TODO: I am moving toward a more reactionary scheme in
 * which specific design manipulations in the editor cause critics
 * relevant to those manipulations to be applied.  This transition is
 * still half done.  Triggers are the critiquing requests.  The code
 * for triggers is currently dormant (latent?).<p>
 *
 * TODO: There is a strong dependency cycle between Agency and Designer.  They
 * either need to be merged into a single class or partitioned differently,
 * perhaps using an interface to break the cycle.  The Designer singleton gets
 * passed to almost every single part of the Critic subsystem, creating strong
 * coupling throughout. - tfm 20070620
 *
 * @author Jason Robbins
 */",DESIGN
// TODO: Why aren't we throwing an exception here? // Returning null results in NPE and no explanation why.,IMPLEMENTATION
// TODO: We expect an association end here -  // check more carefully? - tfm,IMPLEMENTATION
//I suppose?,DESIGN
// TODO: Doing this violates the minimal cardinality of 1 // if we allow it we at least need a critic to warn about it,DESIGN
"// this is wrongly called with a null handle, // as a workaround we return an empty collection",DESIGN
"/* TODO: These buttons for future enhancement:
	buttonPanel.add(configButton);
	buttonPanel.add(networkButton); */",IMPLEMENTATION
// TODO: This should be built by reflection from the metamodel - tfm //       Update for UML 1.4 metamodel if not replaced by reflection,DESIGN
//TODO: proxies!,IMPLEMENTATION
//TODO:this is only needed during compilation .. can we eliminate the instvar?,DESIGN
// not needed,IMPLEMENTATION
// TODO: Bobs says - what is the purpose of this flag? Please document.,DOCUMENTATION
// May be replaced later,DESIGN
"//TODO: not really completely correct, since //      the uoe could occur while resolving //      associations, leaving the PC in an //      inconsistent state",DEFECT
"// TODO: make setBounds, calcBounds and updateBounds consistent",DEFECT
// brand new collection //TODO: or an array!! we can't lock objects with arrays now??,DESIGN
"// should the next two be public, maybe?",DESIGN
// FIXME: not very efficient,DESIGN
// TODO: This is currently duplicated from MetaDataCache - must find a // common place in model facade,DESIGN
// todo : we can remove this once the deprecated ctor can be made private...,DESIGN
"// add an entry for this type of entity. // we can be assured that all referenced entities have already // been processed, // so specify that this entity is with the latest batch. // doing the batch number before adding the name to the list is // a faster way to get an accurate number.",IMPLEMENTATION
//TODO: this is temporary in that the end result will probably not take a Property reference per-se.,DESIGN
// hack to skip processing,DESIGN
// TODO (@author fdietz): i18n,DESIGN
// This is perhaps innefficient timewise?  Optimal spacewise,DESIGN
"// TODO: This shouldn't know the internal form of type names, // but I'm not sure what GEF's PredicateType does, so I'm fixing it // here - tfm",DESIGN
"// This is effectively the same as saver.toXML(Object, Writer) except we get to provide the DataHolder // Don't know why there is no method for this in the XStream class",DESIGN
// FIXME: Why was this using a FullFunctionCallbackMethod before that did callSuper?,DESIGN
"// This does not support the Cache SQL 'DISTINCT BY (comma-list)' extensions, // but this extension is not supported through Hibernate anyway.",DEFECT
// TODO: Rather than specifically ignore some item maybe it would be better // to specifically state what items are of interest. Otherwise we may still // be acting on other events we don't need,DESIGN
// not needed,IMPLEMENTATION
"//put() has nowait semantics, is this really appropriate? //note that it needs to be async replication, never local or sync",DESIGN
// TODO set different status if not enough messages found?,DESIGN
// sorry - otherwise we will get a ClassCastException because the MockCache // is loaded by two different classloader ...,DESIGN
// TODO: move(x) shouldn't rely on calling next() x times,DEFECT
"/* MVW: for this case, I had to move the
                     * call to setSelectedItem() outside the ""buildingModel"",
                     * otherwise the combo does not update
                     * with the new selection. See issue 5418.
                     **/",DESIGN
"// TODO: Need to define a better approach to getting dialects. // That is, we don't really want to ever prompt the user in this // case.  It's always Oracle.  Yet, we may have a new OracleDialect // at some point.",DESIGN
"// TODO (@author waffel): encrypt AND sign dosN#t work. The message is // always only // encrypted. We need a function that knows, here // is an encrypted AND signed Message. Thus first encyrpt and then // verifySign the message // if this message is signed/encrypted we have to use // GnuPG to extract the decrypted bodypart // - multipart/encrypted // - multipart/signed",DESIGN
// FIXME: I think this chunk is equivalent to MRI id2name (and not our public method  // id2name).  Make into method if used more than once.  ,DESIGN
"// TODO: MVW: This needs rethinking/rework! I have the following questions: // Why does it not search for a stereotype in the namespace using // properties and only create a new stereotype if it will actually be used? // Ie, why is there not a getStereotype(String name, String baseClass)? // (edited by d00mst)",DESIGN
"//TODO: add referencedClass to disambiguate to FKs on the same //      columns, pointing to different tables",IMPLEMENTATION
"/**
     * For Locale selection.<p>
     *
     * TODO: Detect the available locales from the available files.
     *
     * @return Locales used in ArgoUML
     */",DESIGN
//Should probably create my own table model but i am being a bit slack.,DESIGN
// This could be smarter...,DESIGN
"// TODO: Ruby reuses this logic for other ""write"" behavior by checking if it's an IO and calling write again",DESIGN
// TODO: no java stringity,DESIGN
//TODO:add a configuration of the cache size,DESIGN
// all the others could be private too?,DESIGN
"// SSS FIXME: Are we guaranteed that we splats dont head to multiple-assignment nodes!  i.e. |*(a,b)|?",DESIGN
// defer argument checking...,DESIGN
/* two plugins provide same class! */,DEFECT
// this part sucks,DESIGN
// needs more work: sending and receiving icons,DESIGN
"/*
	Implementation notes:

	Note: we may need some synchronization in here

	Note on version dependency:  This base class is JDK 1.1 compatible,
	however we are forced to use weak references in the full featured
	implementation (the optional bsh.classpath package) to accomodate all of
	the fleeting namespace listeners as they fall out of scope.  (NameSpaces
	must be informed if the class space changes so that they can un-cache
	names).  
	<p>

	Perhaps a simpler idea would be to have entities that reference cached
	types always perform a light weight check with a counter / reference
	value and use that to detect changes in the namespace.  This puts the 
	burden on the consumer to check at appropriate times, but could eliminate
	the need for the listener system in many places and the necessity of weak 
	references in this package.
	<p>
*/",DESIGN
"/**
     * Create an empty but initialized instance of a UML Class.
     *
     * @return an initialized UML Class instance.
     * TODO: This needs an extra parameter to specify the model/extent where
     * the new element should be created.
     */",DESIGN
// TODO: not in UML 2,DEFECT
"// TODO: check if too many open files, GC and try again",IMPLEMENTATION
"/** 
 * A wizard which adjust the threshold for critics. <p>
 * 
 * TODO: Make the treshold setting adjustable without using the wizard, 
 * and make it persistent. 
 * Maybe by using the ""Configure"" button on the Browse Critics dialog.
 *
 * @see org.argouml.uml.cognitive.critics.AbstractCrTooMany
 * @author mkl
 *
 */",DESIGN
/*TODO add javadocs */,DOCUMENTATION
//TODO: create uk loaders for component properties,IMPLEMENTATION
"// if we are rendering the values as percentages, we need to calculate // the total for the current item.  Unfortunately here we end up // repeating the calculation more times than is strictly necessary - // hopefully I'll come back to this and find a way to add the // total(s) to the renderer state.  The other problem is we implicitly // assume the dataset has no negative values...perhaps that can be // fixed too.",DESIGN
//PostLoad is needed for EJB3 //TODO: reuse the PostLoadEvent...,DESIGN
"/**
 * Class to display graphics for a UML SynchState in a diagram. <p>
 * 
 * TODO: If the font increases, the circle should grow, too.
 *
 * @author pepargouml@yahoo.es
 */",DEFECT
//TODO no methods yet for getClassname //TODO no method for newInstance using a reverse-classloader,IMPLEMENTATION
// not needed,IMPLEMENTATION
//REVISIT: do we really need to support block names as in Unicode 3.1 //         or we can just create all the names in IsBLOCKNAME format (XML Schema REC)? //,DESIGN
// TODO : or should we return 'containsTableAlias'??,IMPLEMENTATION
// super.validateAttributes(); // don't want to call this method,DESIGN
// TODO: What is the behavior of this in the case of nested models?,DESIGN
"/*
         * The following types are not supported in RDMS/JDBC and therefore commented out.
         * However, in some cases, mapping them to CHARACTER columns works
         * for many applications, but does not work for all cases.
         */",DEFECT
"// TODO: Temporary until we sort out a better way to do guido's fix // assertEquals(SECOND_STMT_SEP, qt2.getSQLStatementSeparator());",DESIGN
// TODO - need a lot more tests,TEST
"/**
     * TODO: Not implemented yet. If the given ToDoItem can
     * be fixed automatically, and the user wants that to happen, then do
     * it. Obviously, this depends on the specific Critic and
     * problem. By default this method does nothing.
     *
     * @param item the todo item
     * @param arg the design material (?)
     */",IMPLEMENTATION
// TODO: I18N,IMPLEMENTATION
// fuck me dead,DESIGN
// TODO: We can probably use this instead of all of the above // legacy UML 1.3 code - tfm - 20070915,DESIGN
//TODO: validate existing of property with the chosen name. (secondpass ),IMPLEMENTATION
// TODO: what about n arg?,DESIGN
// real stupid recreation of whole menu model,DESIGN
// Split the methods into constructors and regular method lists,DESIGN
"// TODO Should this be OK ? //assertEquals(contentEncoding, s.getContentEncoding()); // Check arguments // We should have one argument, with the value equal to the post body",DESIGN
// TODO: We really only care about events which affect things that // are visible in the current perspective (view).  This could be // tailored to cut down on event traffic. - tfm 20060410,DESIGN
// Don't implement - deprecated method in interface.,DESIGN
// unhappy about this being public ... is there a better way?,DESIGN
// TODO: Rename this to getTableType.,DESIGN
//TODO: ugly here:,DESIGN
//TODO replace with proper Exception // return with an error,DESIGN
// These may not actually make any difference at present (the code // behind addTrigger needs more work).,DESIGN
"/**
     * Create a UML TemplateArgument.
     * 
     * @since UML 1.4
     * @return an initialized TemplateArgument instance.
     * TODO: This needs an extra parameter to specify the model/extent where
     * the new element should be created.
     */",DESIGN
// TODO: Is it removed from UML2 ?,IMPLEMENTATION
"/*
     * TODO: Why is this here? Who is calling this?
     *
     * @see java.beans.VetoableChangeListener#vetoableChange(java.beans.PropertyChangeEvent)
     */",DESIGN
// try block is a hack around fact that currently tuplizers are not // given the opportunity to resolve a subclass entity name.  this // allows the (we assume custom) interceptor the ability to // influence this decision if we were not able to based on the // given entityName,DESIGN
"//TODO: we use two visitors here, inefficient!",DESIGN
// hack/workaround as sqlquery impl depend on having a key.,DESIGN
// TODO: This creates a dependency on the Critics subsystem. // We need a generic way for modules (including our internal // subsystems) to request addition of actions to the popup // menu. - tfm 20080430,DESIGN
// TODO implement the difference between oclIsKindOf and oclIsTypeOf,IMPLEMENTATION
"//TODO: would be nice to use false, but issues with MS SQL",DEFECT
// TODO: Get Project or other necessary context from source?? // e.getSource();,IMPLEMENTATION
// Save the .argo entry // TODO: Cyclic dependency with PersistenceManager // move PersistenceManager..getProjectBaseName() someplace else,DESIGN
//?? Future: may want to create TablePopupMenu to allow cut/copy/paste operations,IMPLEMENTATION
"// TODO - should this be done when the client is created? // If so, then the details need to be added as part of HttpClientKey",DESIGN
"// TODO : we really need to be able to deal with component paths here also; // this is difficult because the hql-sql grammar expects all those node types // to be FromReferenceNodes.  One potential fix here would be to convert the // IntoClause to just use a FromClause/FromElement combo (as a child of the // InsertStatement) and move all this logic into the InsertStatement.  That's // probably the easiest approach (read: least amount of changes to the grammar // and code), but just doesn't feel right as then an insert would contain // 2 from-clauses",DESIGN
// TODO: to be implemented,DESIGN
// TODO: just noticed that MySQL 5.0 supports a multi-bit BIT // column by using the getObject/setObject methods with a byte[]. // So it would be valuable at some point to make this code a bit // more dbms-specific,DESIGN
// not needed,IMPLEMENTATION
// FIXME better ask the renderer instead of DatasetUtilities,DESIGN
// TODO: why do we need to remove then add the Fig?,IMPLEMENTATION
// TODO: complete this implementation - tfm,DESIGN
"/* TODO: This is not according the contract for this function, but
             * it is used in several places, and I (MVW) presume that
             * we need this generally.
             * This part (1) is about drawing an <<import>> permission
             * between packages.
             * The part (2) below is about ModelManagement.ElementImport. */",DESIGN
// super calls from proxies must use reflected method // FIXME: possible to make handles do the superclass call?,DESIGN
// NOTUSED private String chosenFile;,DESIGN
// local variables - what do they do?,DESIGN
// quick fix for Ant.java use of property before // initializing the project,DESIGN
// TODO: I18N required,IMPLEMENTATION
// TODO: Determine whether we should perhaps store non-singleton class // in the implementationClass,DESIGN
"// FIXME: NOT_ALLOCATABLE_ALLOCATOR is probably not right here, since we might // eventually want JavaArray to be marshallable. JRUBY-414",DESIGN
"// assume that the row was not there since it previously had only null // values, so do an INSERT instead //TODO: does not respect dynamic-insert",DEFECT
// install invokedynamic bootstrapper // TODO need to abstract this setup behind another compiler interface,DESIGN
//yuck!,DESIGN
// table=null -> an association // - fill it in later //TODO fill in the mappings for table == null,IMPLEMENTATION
/* Workaround for uncooperative Windows L&F */,DESIGN
"/**
     * Process streams get Channel.newChannel()ed into FileChannel but are not actually
     * seekable. So instead of just the isSeekable check doing instanceof FileChannel,
     * we must also add this boolean to check, which we set to false when it's known
     * that the incoming channel is from a process.
     * 
     * FIXME: This is gross, and it's NIO's fault for not providing a nice way to
     * tell if a channel is ""really"" seekable.
     */",DESIGN
// TODO: Ruby locks the string here,DEFECT
// TODO: Why are these different colors? - tfm,IMPLEMENTATION
// FIXME: Need to detect magic_comment in 1.9 here for encoding,IMPLEMENTATION
// Some dbs (like McKoi) make -1 the default for scale.  Apply the  // same hack as above.,DESIGN
/////////////////////////////////////////////////////////////////////// // TODO : look at perhaps caching this...,IMPLEMENTATION
// defer argument checking...,DESIGN
// TODO: Not implemented by eUML,DEFECT
// TODO: This creates a dependency on the Critics subsystem. // We need a generic way for modules (including our internal // subsystems) to request addition of actions to the popup // menu. - tfm 20080430,DESIGN
"/* 
		Apparently in some environments you can't catch the security exception
		at all...  e.g. as an applet in IE  ... will probably have to work 
		around 
	*/",DEFECT
// orphans should not be deleted during merge??,DESIGN
//TODO: temporary,DESIGN
//TODO: ary_sort_check should be done here,DESIGN
// yick!  need this for proper serialization/deserialization handling...,DESIGN
"//TODO: implement, won't do this now",IMPLEMENTATION
// TODO: Check if this is ok (this is literally adapted from NSUML),IMPLEMENTATION
"/*
		Note: is using SignatureKey in this way dangerous?  In the pathological
		case a user could eat up memory caching every possible combination of
		argument types to an untyped method.  Maybe we could be smarter about
		it by ignoring the types of untyped parameter positions?  The method
		resolver could return a set of ""hints"" for the signature key caching?

		There is also the overhead of creating one of these for every method
		dispatched.  What is the alternative?
	*/",DESIGN
// FIXME we want to eliminate these type casts when possible,DESIGN
//note that this implementation is kinda broken //for components with many-to-one associations,DEFECT
// TODO check if we have to manually set the folder/uid in  // message controller to make this work,DEFECT
/* xxx shouldn't check if valid option variable */,IMPLEMENTATION
// TODO - is this used? (apart from test code),DESIGN
// XXX: action bar might not be 'temp',DEFECT
// @author: fdietz // // The following line is not working - just don't know why // Main.mainClassLoader.addURLs((URL[]) urlList.toArray(new URL[0])); // // WORKAROUND: // // Modify the system class loader instead - horrible! But it works!,DESIGN
"/*
     * Constraint: This code only deals with 1 supplier per dependency!
     * TODO: Do we need more?
     * 
     * @see org.argouml.uml.ui.AbstractActionAddModelElement#doIt(java.util.List)
     */",DESIGN
// TODO (@author fdietz): i18n,DESIGN
// TODO: We should be giving the user more direct feedback,DEFECT
// TODO: Move an empty implementation to FigGroup in GEF,DESIGN
// TODO: assumes public // TODO: This is probably an undesirable side effect unless the user // confirms it.  Placing an element on a second diagram is going to // potentially change its namespace. - tfm 20061208,DEFECT
//DMS should we let this exception out?,DESIGN
// TODO only called by UserParameterXMLParser.getXMLParameters which is a deprecated class,DESIGN
// Empty implementation.,IMPLEMENTATION
